Paper title,Paper eid,Paper doi,Citing paper title,Citing paper eid,Citing paper doi
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Development of Orientation Modules with Linear Actuation,2-s2.0-85161151204,10.1007/978-3-031-32439-0_27
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Nonlinear Control of a Robotic Arm in the Electromechanical Domain,2-s2.0-85161146673,10.1007/978-3-031-31066-9_6
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,A Novel Technique to Assess Agile Systems for Stability,2-s2.0-85161132057,10.1007/978-3-031-33976-9_2
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Sustainable Mobility: Changing Mindsets and Rethinking Paradigms,2-s2.0-85161118232,10.1007/978-3-031-31066-9_83
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,IoT-Based Automotive Collision Avoidance and Safety System for Vehicles,2-s2.0-85161116339,10.1007/978-981-19-9379-4_48
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Reducing Energy Consumption and Driving Torque in an Underactuated Robotic Arm Through Natural Motion,2-s2.0-85161114857,10.1007/978-3-031-32439-0_11
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Task-Specific Synthesis and Design of a Mobile Six-DoF Hexa Parallel Robot for Weed Control,2-s2.0-85161113839,10.1007/978-3-031-32439-0_13
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,RehaWrist.q - Development of a 3 DoF Cable-Driven End-Effector Wearable Robot for Rehabilitation of the Wrist Joint,2-s2.0-85161110870,10.1007/978-3-031-32439-0_16
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Digital Twins Data Visualization Methods. Problems of Human Interaction: A Review,2-s2.0-85161110057,10.1007/978-3-031-31066-9_53
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Numerical Simulation of Cylindrical Lithium-ion Cells Impact,2-s2.0-85161107868,10.1007/978-3-031-32439-0_36
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Adaptive Manta Ray Foraging Optimizer for Determining Optimal Thread Count on Many-core Architecture,2-s2.0-85161103855,10.1007/978-981-19-9379-4_17
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Mapping Time-Series Data on Process Patterns to Generate Synthetic Data,2-s2.0-85160866077,10.1007/978-3-031-34985-0_6
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Is Darwin Resistible? Mill on Design and Natural Selection,2-s2.0-85160579391,10.1007/978-3-031-28157-0_16
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Jean Gayon and the French School of Population Genetics,2-s2.0-85160558580,10.1007/978-3-031-28157-0_9
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,A Structuralist Method: Or Why Darwin’s Pangenesis Remained a Remarkable Blind Spot in Jean Gayon’s Writings,2-s2.0-85160531525,10.1007/978-3-031-28157-0_6
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,From Historical Epistemology to the Philosophy of Biology: A Look at Jean Gayon’s Intellectual Journey,2-s2.0-85160526071,10.1007/978-3-031-28157-0_2
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"Jean Gayon, History and Philosophy of Biology: A New Synthesis",2-s2.0-85160514067,10.1007/978-3-031-28157-0_5
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Editor’s Note,2-s2.0-85160513250,
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Taking Historical Epistemology to the International Scene,2-s2.0-85160510913,10.1007/978-3-031-28157-0_3
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Challenges and experiences with the reuse of products in building design,2-s2.0-85160443863,10.1201/9781003354222-7
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Legacy practices supporting BIM adoption in Portugal – Reflections from a large use case,2-s2.0-85160438608,10.1201/9781003354222-86
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Conceptual design of a reference process for the transformation of unstructured object catalogs into classification hierarchies,2-s2.0-85160436152,10.1201/9781003354222-97
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Analysis and effective use of inverse relation attributes in IFC,2-s2.0-85160412414,10.1201/9781003354222-95
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Systematic investigation of interoperability issues between BIM and BEM,2-s2.0-85160408223,10.1201/9781003354222-90
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,A framework for meta-disciplinary building analysis,2-s2.0-85160403637,10.1201/9781003354222-83
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,An Advantage Actor-Critic Deep Reinforcement Learning Method for Power Management in HPC Systems,2-s2.0-85159497661,10.1007/978-3-031-29927-8_8
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Comparison for Polyp Segmentation Models: Focusing on Inference Speed,2-s2.0-85159485365,10.1007/978-3-031-27199-1_57
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,GWD: Graded Word Drop Model for When Type Questions for Hindi QA,2-s2.0-85159484162,10.1007/978-3-031-27199-1_15
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Fault Tolerance and Packet Latency of Peer Fat-Trees,2-s2.0-85159478949,10.1007/978-3-031-29927-8_32
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,DEEPFAKE CLI: Accelerated Deepfake Detection Using FPGAs,2-s2.0-85159476693,10.1007/978-3-031-29927-8_4
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Do Users’ Values Influence Trust in Automation?,2-s2.0-85159467158,10.1007/978-3-031-27199-1_30
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Memory Bandwidth Conservation for SpMV Kernels Through Adaptive Lossy Data Compression,2-s2.0-85159458641,10.1007/978-3-031-29927-8_36
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Design of a Mixed Reality-Based Immersive Virtual Environment System for Social Interaction and Behavioral Studies,2-s2.0-85159454509,10.1007/978-3-031-27199-1_21
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Development of Magnesium-Strontium/ Calcium (Mg-Sr/Ca)-Based Alloys with Improved Sinterability for Next-Generation Biomedical Implants,2-s2.0-85159450518,10.1007/978-3-031-22645-8_33
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,A Profiling-Based Approach to Cache Partitioning of Program Data,2-s2.0-85159449500,10.1007/978-3-031-29927-8_35
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Parallel Resource Defined Fitness Sharing,2-s2.0-85159449305,10.1007/978-3-031-27199-1_49
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Analyzing I/O Performance of a Hierarchical HPC Storage System for Distributed Deep Learning,2-s2.0-85159446480,10.1007/978-3-031-29927-8_7
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,An AutoML Based Algorithm for Performance Prediction in HPC Systems,2-s2.0-85159443829,10.1007/978-3-031-29927-8_9
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Corpus-Based Lexical Features and Thematic Analysis of CHina’s Five-Year Plan for the 21st Century,2-s2.0-85159411824,10.1007/978-3-031-28956-9_2
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,A System-Wide Communication to Couple Multiple MPI Programs for Heterogeneous Computing,2-s2.0-85159408773,10.1007/978-3-031-29927-8_25
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Optimizing Depthwise Convolutions on ARMv8 Architecture,2-s2.0-85159402772,10.1007/978-3-031-29927-8_34
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Word2Vec FPGA Accelerator Based on Spatial and Temporal Parallelism,2-s2.0-85159402017,10.1007/978-3-031-29927-8_6
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Application of Fiber Optic Sensors in Aircraft Fuel Management System,2-s2.0-85159400138,10.1007/978-3-031-27199-1_35
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Monitoring Pollination by Honeybee Using Computer Vision,2-s2.0-85159399946,10.1007/978-3-031-27199-1_40
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Corpus Construction for Generating Knowledge Graph of Sichuan Cuisine,2-s2.0-85159399736,10.1007/978-3-031-28956-9_3
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Uzbek Speech Synthesis Using Deep Learning Algorithms,2-s2.0-85159387777,10.1007/978-3-031-27199-1_5
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Phanerozoic Structural Setting and Tectonic Evolution of Egypt,2-s2.0-85159113740,10.1007/978-3-030-95637-0_2
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"Mining Data Wrangling Workflows for Patterns, Reuse and Optimisation Opportunities",2-s2.0-85158965423,
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"Stanzas and Sticks: Poetic and Physical Challenges in the Afro-Brazilian Culture of the Paraíba Valley, Rio de Janeiro",2-s2.0-85156182428,10.1007/978-3-031-15617-5_12
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,“Selecting by Origin” Revisited: On the Particularistic Turn of German Labour Migration Policy,2-s2.0-85156180306,10.1007/978-3-031-26002-5_9
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,The Visibility of Languages–Connecting Schools to Communities,2-s2.0-85156175595,10.1007/978-3-031-22867-4_15
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Black Greek Step Shows,2-s2.0-85156153930,10.1007/978-3-031-15617-5_8
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Languages Around Us: (In)visibility Matters,2-s2.0-85156150995,10.1007/978-3-031-22867-4_2
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"Bongo Fleva: Its Lyrics, “Inappropriate” Content, Source, and Possible Harm",2-s2.0-85156146907,10.1007/978-3-031-15617-5_16
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Welcome Culture and Bureaucratic Ambiguity: Germany’s Complex Asylum Regime,2-s2.0-85156146236,10.1007/978-3-031-26002-5_14
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Potential Technologies to Develop Cellulose Beads and Microspheres,2-s2.0-85156136052,10.1007/978-981-99-1655-9_6
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Documenting the Migrant Journey in Ai Weiwei’s Human Flow and Diego Quemada-Díez’s La Jaula de Oro,2-s2.0-85156125787,10.1007/978-3-031-26216-6_5
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Recent Advances in Regenerated Cellulosic Materials and Composites for Multifunctional Applications: A Review,2-s2.0-85156119227,10.1007/978-981-99-1655-9_3
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"Battles, Raps, Cappin’, The Dozens: African-American Oral Traditions of Insult",2-s2.0-85156117682,10.1007/978-3-031-15617-5_7
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Reliability Characteristics and Optimization of Warm Standby Systems,2-s2.0-85153881772,10.1007/978-1-4471-7503-2_20
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"Hardware and Software Reliability, Verification, and Testing",2-s2.0-85153873248,10.1007/978-1-4471-7503-2_22
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Six Sigma,2-s2.0-85153865580,10.1007/978-1-4471-7503-2_13
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Genetic Algorithms and Their Applications,2-s2.0-85153860974,10.1007/978-1-4471-7503-2_33
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,D-Efficient Mixed-Level Foldover Designs for Screening Experiments,2-s2.0-85153846275,10.1007/978-1-4471-7503-2_16
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Indirect Calorimetry to Assess Energy Balance in Mice: Measurement and Data Analysis,2-s2.0-85152978927,10.1007/978-1-0716-3167-6_9
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Vision Paper: Do We Need to Change Some Things?: Open Questions Posed by the Upcoming Post-quantum Migration to Existing Standards and Deployments,2-s2.0-85152589300,10.1007/978-3-031-30731-7_4
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Writing Science Fiction as an Inspiration for AI Research and Ethics Dissemination,2-s2.0-85152586505,10.1007/978-3-031-24349-3_17
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Transaction Prediction by Using Graph Neural Network and Textual Industry Information,2-s2.0-85152581880,10.1007/978-3-031-29168-5_17
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Intelligent Drug Delivery Systems,2-s2.0-85152578853,10.1007/978-3-031-29717-5_21
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Ontology-Based Analysis of Job Offers for Medical Practitioners in Poland,2-s2.0-85152578512,10.1007/978-3-031-29717-5_6
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,SecondOponionNet: A Novel Neural Network Architecture to Detect Coronary Atherosclerosis in Coronary CT Angiography,2-s2.0-85152577334,10.1007/978-3-031-29717-5_13
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Overfitting Problem in the Approximate Bayesian Computation Method Based on Maxima Weighted Isolation Kernel,2-s2.0-85152573690,10.1007/978-3-031-29168-5_18
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Argumentation in AI,2-s2.0-85152571633,10.1007/978-3-031-24349-3_18
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Less is Better: Constructing Legal Question Answering System by Weighing Longest Common Subsequence of Disjunctive Union Text,2-s2.0-85152563758,10.1007/978-3-031-29168-5_11
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,On Complexity and Generality of Contrary Prioritized Defeasible Theory,2-s2.0-85152558687,10.1007/978-3-031-29168-5_2
